session,iso3c,Countryname,USAgree,ChinaAgree
70,URY,Uruguay,0.2191781,0.7638889
71,URY,Uruguay,0.2467532,0.6973684
72,URY,Uruguay,0.1477273,0.8068182
73,URY,Uruguay,0.1595745,0.7717391
74,URY,Uruguay,0.1648352,0.7977528
75,URY,Uruguay,0.1875,0.6702128
76,URY,Uruguay,0.2105263,0.6883117
77,URY,Uruguay,0.3636364,0.6206897
78,URY,Uruguay,0.3488372,0.6117647
1,GBR,United Kingdom,0.7857143,
2,GBR,United Kingdom,0.7631579,
3,GBR,United Kingdom,0.7961165,
4,GBR,United Kingdom,0.8095238,
5,GBR,United Kingdom,0.6415094,
6,GBR,United Kingdom,0.72,
7,GBR,United Kingdom,0.7959184,
8,GBR,United Kingdom,0.36,
9,GBR,United Kingdom,0.4333333,
10,GBR,United Kingdom,0.5185185,
11,GBR,United Kingdom,0.7666667,
12,GBR,United Kingdom,0.7647059,
13,GBR,United Kingdom,0.6969697,
14,GBR,United Kingdom,0.8490566,
15,GBR,United Kingdom,0.8252427,
16,GBR,United Kingdom,0.9142857,
17,GBR,United Kingdom,0.9318182,
18,GBR,United Kingdom,0.8275862,
20,GBR,United Kingdom,0.8684211,
21,GBR,United Kingdom,0.8,
22,GBR,United Kingdom,0.9122807,
23,GBR,United Kingdom,0.84,
24,GBR,United Kingdom,0.7804878,
25,GBR,United Kingdom,0.8153846,
26,GBR,United Kingdom,0.6695652,0.2340426
27,GBR,United Kingdom,0.7777778,0.2368421
28,GBR,United Kingdom,0.8111111,0.2
29,GBR,United Kingdom,0.7260274,0.2181818
30,GBR,United Kingdom,0.7794118,0.2553191
31,GBR,United Kingdom,0.725,0.1818182
32,GBR,United Kingdom,0.8089888,0.3548387
33,GBR,United Kingdom,0.7983871,0.3333333
34,GBR,United Kingdom,0.7768595,0.2828283
35,GBR,United Kingdom,0.7378641,0.2674419
36,GBR,United Kingdom,0.6466165,0.3162393
37,GBR,United Kingdom,0.5759494,0.3617021
38,GBR,United Kingdom,0.6375839,0.3014706
39,GBR,United Kingdom,0.6225166,0.2993197
40,GBR,United Kingdom,0.6225166,0.260274
41,GBR,United Kingdom,0.6092715,0.292517
42,GBR,United Kingdom,0.5285714,0.3970588
43,GBR,United Kingdom,0.518797,0.2936508
44,GBR,United Kingdom,0.5263158,0.3545455
45,GBR,United Kingdom,0.5952381,0.3855422
46,GBR,United Kingdom,0.5555556,0.3768116
47,GBR,United Kingdom,0.5068493,0.4
48,GBR,United Kingdom,0.546875,0.3387097
49,GBR,United Kingdom,0.641791,0.4153846
50,GBR,United Kingdom,0.6666667,0.3333333
51,GBR,United Kingdom,0.6081081,0.472973
52,GBR,United Kingdom,0.5972222,0.4084507
53,GBR,United Kingdom,0.53125,0.4193548
54,GBR,United Kingdom,0.5294118,0.3823529
55,GBR,United Kingdom,0.5074627,0.4626866
56,GBR,United Kingdom,0.4927536,0.4117647
57,GBR,United Kingdom,0.4533333,0.4305556
58,GBR,United Kingdom,0.4868421,0.4133333
59,GBR,United Kingdom,0.4444444,0.4366197
60,GBR,United Kingdom,0.4594595,0.472973
61,GBR,United Kingdom,0.3913043,0.5
62,GBR,United Kingdom,0.4050633,0.4615385
63,GBR,United Kingdom,0.4266667,0.4246575
64,GBR,United Kingdom,0.5441176,0.3823529
65,GBR,United Kingdom,0.5373134,0.4179104
66,GBR,United Kingdom,0.6176471,0.4411765
67,GBR,United Kingdom,0.546875,0.3968254
68,GBR,United Kingdom,0.59375,0.421875
69,GBR,United Kingdom,0.6075949,0.3589744
70,GBR,United Kingdom,0.630137,0.3888889
71,GBR,United Kingdom,0.6538462,0.3116883
72,GBR,United Kingdom,0.494382,0.4719101
73,GBR,United Kingdom,0.5052632,0.4623656
74,GBR,United Kingdom,0.5384615,0.4044944
75,GBR,United Kingdom,0.5104167,0.4574468
76,GBR,United Kingdom,0.6710526,0.4025974
77,GBR,United Kingdom,0.7126437,0.3837209
78,GBR,United Kingdom,0.7176471,0.3333333
11,IRL,Ireland,0.9,
12,IRL,Ireland,0.5588235,
13,IRL,Ireland,0.6666667,
14,IRL,Ireland,0.4074074,
15,IRL,Ireland,0.6601942,
16,IRL,Ireland,0.8356164,
17,IRL,Ireland,0.8478261,
18,IRL,Ireland,0.6333333,
20,IRL,Ireland,0.65,
21,IRL,Ireland,0.7291667,
22,IRL,Ireland,0.6666667,
23,IRL,Ireland,0.74,
24,IRL,Ireland,0.5348837,
25,IRL,Ireland,0.5757576,
26,IRL,Ireland,0.5630252,0.4166667
27,IRL,Ireland,0.5714286,0.4533333
28,IRL,Ireland,0.4719101,0.3768116
29,IRL,Ireland,0.5616438,0.3818182
30,IRL,Ireland,0.5362319,0.4791667
31,IRL,Ireland,0.4823529,0.4057971
32,IRL,Ireland,0.5777778,0.5238095
33,IRL,Ireland,0.5806452,0.5517241
34,IRL,Ireland,0.5123967,0.4949495
35,IRL,Ireland,0.4174757,0.5465116
36,IRL,Ireland,0.3609023,0.5555556
37,IRL,Ireland,0.2611465,0.5642857
38,IRL,Ireland,0.2885906,0.5588235
39,IRL,Ireland,0.2516556,0.5578231
40,IRL,Ireland,0.2763158,0.5666667
41,IRL,Ireland,0.2582781,0.5866667
42,IRL,Ireland,0.2428571,0.6014493
43,IRL,Ireland,0.1879699,0.546875
44,IRL,Ireland,0.1842105,0.6160714
45,IRL,Ireland,0.2261905,0.5952381
46,IRL,Ireland,0.2916667,0.5571429
47,IRL,Ireland,0.2916667,0.5072464
48,IRL,Ireland,0.3492063,0.4754098
49,IRL,Ireland,0.3823529,0.5606061
50,IRL,Ireland,0.3703704,0.5897436
51,IRL,Ireland,0.4459459,0.5810811
52,IRL,Ireland,0.4583333,0.5070423
53,IRL,Ireland,0.40625,0.5322581
54,IRL,Ireland,0.3823529,0.5
55,IRL,Ireland,0.3731343,0.5970149
56,IRL,Ireland,0.3623188,0.5588235
57,IRL,Ireland,0.2933333,0.5694444
58,IRL,Ireland,0.3157895,0.6
59,IRL,Ireland,0.3333333,0.5633803
60,IRL,Ireland,0.3108108,0.5945946
61,IRL,Ireland,0.2717391,0.5888889
62,IRL,Ireland,0.2911392,0.5897436
63,IRL,Ireland,0.2894737,0.527027
64,IRL,Ireland,0.3970588,0.5147059
65,IRL,Ireland,0.3432836,0.5757576
66,IRL,Ireland,0.5,0.5147059
67,IRL,Ireland,0.3478261,0.5522388
68,IRL,Ireland,0.3968254,0.5238095
69,IRL,Ireland,0.4179104,0.5151515
70,IRL,Ireland,0.3972603,0.4861111
71,IRL,Ireland,0.4487179,0.4415584
72,IRL,Ireland,0.3,0.5333333
73,IRL,Ireland,0.3368421,0.5376344
74,IRL,Ireland,0.3406593,0.4831461
75,IRL,Ireland,0.3333333,0.5319149
76,IRL,Ireland,0.3815789,0.5064935
77,IRL,Ireland,0.5227273,0.4482759
78,IRL,Ireland,0.5,0.4352941
1,NLD,Netherlands,0.7317073,
2,NLD,Netherlands,0.8684211,
3,NLD,Netherlands,0.8543689,
4,NLD,Netherlands,0.6349206,
5,NLD,Netherlands,0.7169811,
6,NLD,Netherlands,0.8,
7,NLD,Netherlands,0.8367347,
8,NLD,Netherlands,0.44,
9,NLD,Netherlands,0.4,
10,NLD,Netherlands,0.6666667,
11,NLD,Netherlands,0.75,
12,NLD,Netherlands,0.7647059,
13,NLD,Netherlands,0.7878788,
14,NLD,Netherlands,0.7407407,
15,NLD,Netherlands,0.8349515,
16,NLD,Netherlands,0.9041096,
17,NLD,Netherlands,0.9130435,
18,NLD,Netherlands,0.7096774,
20,NLD,Netherlands,0.775,
21,NLD,Netherlands,0.82,
22,NLD,Netherlands,0.8596491,
23,NLD,Netherlands,0.7843137,
24,NLD,Netherlands,0.7619048,
25,NLD,Netherlands,0.7313433,
26,NLD,Netherlands,0.6554622,0.3333333
27,NLD,Netherlands,0.68,0.3116883
28,NLD,Netherlands,0.5714286,0.3521127
29,NLD,Netherlands,0.6164384,0.2727273
30,NLD,Netherlands,0.6376812,0.3541667
31,NLD,Netherlands,0.5411765,0.4057971
32,NLD,Netherlands,0.6111111,0.5238095
33,NLD,Netherlands,0.6612903,0.5172414
34,NLD,Netherlands,0.5619835,0.4343434
35,NLD,Netherlands,0.5728155,0.4883721
36,NLD,Netherlands,0.4511278,0.5213675
37,NLD,Netherlands,0.4367089,0.4609929
38,NLD,Netherlands,0.4697987,0.4485294
39,NLD,Netherlands,0.4569536,0.4081633
40,NLD,Netherlands,0.4304636,0.390411
41,NLD,Netherlands,0.4172185,0.4081633
42,NLD,Netherlands,0.4028777,0.4191176
43,NLD,Netherlands,0.3684211,0.3730159
44,NLD,Netherlands,0.3333333,0.4181818
45,NLD,Netherlands,0.4047619,0.4578313
46,NLD,Netherlands,0.4366197,0.4492754
47,NLD,Netherlands,0.369863,0.4428571
48,NLD,Netherlands,0.421875,0.4193548
49,NLD,Netherlands,0.4477612,0.4923077
50,NLD,Netherlands,0.4197531,0.525641
51,NLD,Netherlands,0.5068493,0.4931507
52,NLD,Netherlands,0.5,0.4647887
53,NLD,Netherlands,0.4375,0.516129
54,NLD,Netherlands,0.4411765,0.4705882
55,NLD,Netherlands,0.4179104,0.5373134
56,NLD,Netherlands,0.4057971,0.4852941
57,NLD,Netherlands,0.3378378,0.4929577
58,NLD,Netherlands,0.3815789,0.52
59,NLD,Netherlands,0.3472222,0.5492958
60,NLD,Netherlands,0.3513514,0.5675676
61,NLD,Netherlands,0.2934783,0.5666667
62,NLD,Netherlands,0.3291139,0.5897436
63,NLD,Netherlands,0.32,0.5205479
64,NLD,Netherlands,0.4705882,0.4705882
65,NLD,Netherlands,0.3880597,0.5223881
66,NLD,Netherlands,0.5373134,0.4776119
67,NLD,Netherlands,0.3768116,0.4776119
68,NLD,Netherlands,0.4375,0.484375
69,NLD,Netherlands,0.4303797,0.4487179
70,NLD,Netherlands,0.4794521,0.4583333
71,NLD,Netherlands,0.5064935,0.4473684
72,NLD,Netherlands,0.3707865,0.5280899
73,NLD,Netherlands,0.393617,0.5108696
74,NLD,Netherlands,0.4285714,0.4831461
75,NLD,Netherlands,0.4375,0.5212766
76,NLD,Netherlands,0.5131579,0.5064935
77,NLD,Netherlands,0.6321839,0.4302326
78,NLD,Netherlands,0.5783133,0.4268293
1,BEL,Belgium,0.7380952,
2,BEL,Belgium,0.8157895,
3,BEL,Belgium,0.7669903,
4,BEL,Belgium,0.5645161,
5,BEL,Belgium,0.6603774,
6,BEL,Belgium,0.72,
7,BEL,Belgium,0.6938776,
8,BEL,Belgium,0.44,
9,BEL,Belgium,0.4333333,
10,BEL,Belgium,0.4814815,
11,BEL,Belgium,0.8333333,
12,BEL,Belgium,0.7058824,
13,BEL,Belgium,0.7272727,
14,BEL,Belgium,0.7037037,
15,BEL,Belgium,0.7281553,
16,BEL,Belgium,0.8630137,
17,BEL,Belgium,0.9565217,
18,BEL,Belgium,0.6774194,
20,BEL,Belgium,0.825,
21,BEL,Belgium,0.84,
22,BEL,Belgium,0.9038462,
23,BEL,Belgium,0.8431373,
24,BEL,Belgium,0.8139535,
25,BEL,Belgium,0.7272727,
26,BEL,Belgium,0.697479,0.3125
27,BEL,Belgium,0.71,0.2597403
28,BEL,Belgium,0.5842697,0.3043478
29,BEL,Belgium,0.6575342,0.2727273
30,BEL,Belgium,0.6956522,0.2916667
31,BEL,Belgium,0.6352941,0.2753623
32,BEL,Belgium,0.7222222,0.4285714
33,BEL,Belgium,0.7016129,0.3908046
34,BEL,Belgium,0.6694215,0.3535354
35,BEL,Belgium,0.6213592,0.372093
36,BEL,Belgium,0.5112782,0.4273504
37,BEL,Belgium,0.477707,0.4285714
38,BEL,Belgium,0.5033557,0.3823529
39,BEL,Belgium,0.4768212,0.3605442
40,BEL,Belgium,0.4868421,0.3469388
41,BEL,Belgium,0.4370861,0.3741497
42,BEL,Belgium,0.3884892,0.4264706
43,BEL,Belgium,0.3533835,0.3650794
44,BEL,Belgium,0.3245614,0.4272727
45,BEL,Belgium,0.4047619,0.4578313
46,BEL,Belgium,0.4305556,0.4492754
47,BEL,Belgium,0.369863,0.4428571
48,BEL,Belgium,0.40625,0.4354839
49,BEL,Belgium,0.4411765,0.5151515
50,BEL,Belgium,0.4074074,0.3846154
51,BEL,Belgium,0.4794521,0.5205479
52,BEL,Belgium,0.4861111,0.4647887
53,BEL,Belgium,0.4375,0.516129
54,BEL,Belgium,0.4264706,0.4705882
55,BEL,Belgium,0.4179104,0.5373134
56,BEL,Belgium,0.4057971,0.5
57,BEL,Belgium,0.3378378,0.5070423
58,BEL,Belgium,0.3866667,0.5
59,BEL,Belgium,0.3428571,0.5217391
60,BEL,Belgium,0.3378378,0.5540541
61,BEL,Belgium,0.2857143,0.5666667
62,BEL,Belgium,0.3164557,0.5897436
63,BEL,Belgium,0.3026316,0.5135135
64,BEL,Belgium,0.4264706,0.4852941
65,BEL,Belgium,0.3880597,0.5223881
66,BEL,Belgium,0.5294118,0.4705882
67,BEL,Belgium,0.3823529,0.5
68,BEL,Belgium,0.4285714,0.4761905
69,BEL,Belgium,0.4230769,0.4675325
70,BEL,Belgium,0.4794521,0.4583333
71,BEL,Belgium,0.525641,0.4155844
72,BEL,Belgium,0.3707865,0.5280899
73,BEL,Belgium,0.3894737,0.5268817
74,BEL,Belgium,0.4175824,0.4719101
75,BEL,Belgium,0.40625,0.5212766
76,BEL,Belgium,0.5,0.5064935
77,BEL,Belgium,0.6022727,0.4367816
78,BEL,Belgium,0.5930233,0.4352941
1,LUX,Luxembourg,0.7692308,
2,LUX,Luxembourg,0.8333333,
3,LUX,Luxembourg,0.8333333,
4,LUX,Luxembourg,0.66,
5,LUX,Luxembourg,0.7173913,
6,LUX,Luxembourg,0.76,
7,LUX,Luxembourg,0.7555556,
8,LUX,Luxembourg,0.44,
9,LUX,Luxembourg,0.4545455,
10,LUX,Luxembourg,0.6296296,
11,LUX,Luxembourg,0.7931034,
12,LUX,Luxembourg,0.7352941,
13,LUX,Luxembourg,0.7272727,
14,LUX,Luxembourg,0.7358491,
15,LUX,Luxembourg,0.8282828,
16,LUX,Luxembourg,0.9305556,
17,LUX,Luxembourg,0.9545455,
18,LUX,Luxembourg,0.7419355,
20,LUX,Luxembourg,0.775,
21,LUX,Luxembourg,0.88,
22,LUX,Luxembourg,0.8421053,
23,LUX,Luxembourg,0.8297872,
24,LUX,Luxembourg,0.8108108,
25,LUX,Luxembourg,0.7457627,
26,LUX,Luxembourg,0.7068966,0.2916667
27,LUX,Luxembourg,0.7272727,0.3157895
28,LUX,Luxembourg,0.5555556,0.3333333
29,LUX,Luxembourg,0.6575342,0.2727273
30,LUX,Luxembourg,0.6956522,0.3333333
31,LUX,Luxembourg,0.6352941,0.2898551
32,LUX,Luxembourg,0.7,0.4603175
33,LUX,Luxembourg,0.7317073,0.4069767
34,LUX,Luxembourg,0.661157,0.3636364
35,LUX,Luxembourg,0.6213592,0.3604651
36,LUX,Luxembourg,0.518797,0.4102564
37,LUX,Luxembourg,0.4810127,0.4184397
38,LUX,Luxembourg,0.4965986,0.3880597
39,LUX,Luxembourg,0.4503311,0.3809524
40,LUX,Luxembourg,0.4533333,0.3648649
41,LUX,Luxembourg,0.4172185,0.3933333
42,LUX,Luxembourg,0.3741007,0.4306569
43,LUX,Luxembourg,0.3484848,0.4126984
44,LUX,Luxembourg,0.3157895,0.4285714
45,LUX,Luxembourg,0.402439,0.4444444
46,LUX,Luxembourg,0.4166667,0.4637681
47,LUX,Luxembourg,0.369863,0.4428571
48,LUX,Luxembourg,0.40625,0.4193548
49,LUX,Luxembourg,0.4411765,0.5151515
50,LUX,Luxembourg,0.4074074,0.5641026
51,LUX,Luxembourg,0.5,0.5135135
52,LUX,Luxembourg,0.4929577,0.4714286
53,LUX,Luxembourg,0.4375,0.516129
54,LUX,Luxembourg,0.4264706,0.4705882
55,LUX,Luxembourg,0.4179104,0.5373134
56,LUX,Luxembourg,0.4117647,0.4925373
57,LUX,Luxembourg,0.3333333,0.5277778
58,LUX,Luxembourg,0.3947368,0.4933333
59,LUX,Luxembourg,0.3428571,0.5362319
60,LUX,Luxembourg,0.3378378,0.5675676
61,LUX,Luxembourg,0.3076923,0.5617978
62,LUX,Luxembourg,0.3164557,0.5897436
63,LUX,Luxembourg,0.3066667,0.5205479
64,LUX,Luxembourg,0.4328358,0.4776119
65,LUX,Luxembourg,0.3731343,0.5522388
66,LUX,Luxembourg,0.5147059,0.5
67,LUX,Luxembourg,0.3768116,0.5223881
68,LUX,Luxembourg,0.4375,0.5
69,LUX,Luxembourg,0.4177215,0.4871795
70,LUX,Luxembourg,0.4794521,0.4722222
71,LUX,Luxembourg,0.5064935,0.4342105
72,LUX,Luxembourg,0.3707865,0.5168539
73,LUX,Luxembourg,0.3894737,0.5376344
74,LUX,Luxembourg,0.4065934,0.4606742
75,LUX,Luxembourg,0.4166667,0.5319149
76,LUX,Luxembourg,0.5,0.4935065
77,LUX,Luxembourg,0.5909091,0.4367816
78,LUX,Luxembourg,0.5813953,0.4117647
1,FRA,France,0.5238095,
2,FRA,France,0.8947368,
3,FRA,France,0.6796117,
4,FRA,France,0.6349206,
5,FRA,France,0.6603774,
6,FRA,France,0.64,
7,FRA,France,0.7446809,
8,FRA,France,0.3529412,
9,FRA,France,0.4137931,
10,FRA,France,0.6666667,
11,FRA,France,0.6949153,
12,FRA,France,0.7058824,
13,FRA,France,0.7666667,
14,FRA,France,0.5869565,
15,FRA,France,0.6530612,
16,FRA,France,0.7285714,
17,FRA,France,0.7173913,
18,FRA,France,0.6129032,
20,FRA,France,0.6,
21,FRA,France,0.5833333,
22,FRA,France,0.4285714,
23,FRA,France,0.4901961,
24,FRA,France,0.6190476,
25,FRA,France,0.6666667,
26,FRA,France,0.559322,0.3829787
27,FRA,France,0.6458333,0.3972603
28,FRA,France,0.6853933,0.2608696
29,FRA,France,0.5890411,0.2545455
30,FRA,France,0.6617647,0.2340426
31,FRA,France,0.626506,0.2205882
32,FRA,France,0.6966292,0.3225806
33,FRA,France,0.6935484,0.2988506
34,FRA,France,0.677686,0.3030303
35,FRA,France,0.6699029,0.2906977
36,FRA,France,0.5413534,0.3589744
37,FRA,France,0.477707,0.4184397
38,FRA,France,0.527027,0.4044118
39,FRA,France,0.4666667,0.3673469
40,FRA,France,0.5298013,0.3013699
41,FRA,France,0.4966887,0.3673469
42,FRA,France,0.4525547,0.4104478
43,FRA,France,0.4341085,0.3414634
44,FRA,France,0.3839286,0.3577982
45,FRA,France,0.4939759,0.3614458
46,FRA,France,0.4507042,0.4264706
47,FRA,France,0.3888889,0.4714286
48,FRA,France,0.483871,0.4262295
49,FRA,France,0.5757576,0.4615385
50,FRA,France,0.4556962,0.3766234
51,FRA,France,0.5342466,0.4931507
52,FRA,France,0.5416667,0.4084507
53,FRA,France,0.4761905,0.4262295
54,FRA,France,0.4705882,0.4117647
55,FRA,France,0.4179104,0.4776119
56,FRA,France,0.4626866,0.4090909
57,FRA,France,0.4133333,0.4444444
58,FRA,France,0.4342105,0.4666667
59,FRA,France,0.3943662,0.4285714
60,FRA,France,0.3918919,0.472973
61,FRA,France,0.3586957,0.4777778
62,FRA,France,0.4230769,0.4615385
63,FRA,France,0.3815789,0.4324324
64,FRA,France,0.4852941,0.3970588
65,FRA,France,0.4626866,0.4328358
66,FRA,France,0.5735294,0.4558824
67,FRA,France,0.4927536,0.4179104
68,FRA,France,0.515625,0.4375
69,FRA,France,0.5316456,0.3846154
70,FRA,France,0.5753425,0.3888889
71,FRA,France,0.5789474,0.32
72,FRA,France,0.4666667,0.4666667
73,FRA,France,0.4842105,0.4516129
74,FRA,France,0.4835165,0.4157303
75,FRA,France,0.46875,0.4574468
76,FRA,France,0.5675676,0.44
77,FRA,France,0.6363636,0.3793103
78,FRA,France,0.627907,0.3647059
48,MCO,Monaco,0.1833333,0.8965517
49,MCO,Monaco,0.5454545,0.5185185
50,MCO,Monaco,0.5079365,0.4754098
51,MCO,Monaco,0.5,0.530303
52,MCO,Monaco,0.4925373,0.4848485
53,MCO,Monaco,0.4516129,0.4666667
54,MCO,Monaco,0.4545455,0.4090909
55,MCO,Monaco,0.3939394,0.530303
56,MCO,Monaco,0.4375,0.4761905
57,MCO,Monaco,0.3823529,0.5074627
58,MCO,Monaco,0.3943662,0.5211268
59,MCO,Monaco,0.3823529,0.5223881
60,MCO,Monaco,0.3428571,0.5571429
61,MCO,Monaco,0.3103448,0.5529412
62,MCO,Monaco,0.3380282,0.5633803
63,MCO,Monaco,0.3333333,0.4852941
64,MCO,Monaco,0.4285714,0.4761905
65,MCO,Monaco,0.3870968,0.5396825
66,MCO,Monaco,0.530303,0.5151515
67,MCO,Monaco,0.3846154,0.5238095
68,MCO,Monaco,0.4354839,0.5322581
69,MCO,Monaco,0.4266667,0.472973
70,MCO,Monaco,0.4929577,0.4285714
71,MCO,Monaco,0.5416667,0.3802817
72,MCO,Monaco,0.3863636,0.5340909
73,MCO,Monaco,0.4042553,0.5
74,MCO,Monaco,0.4065934,0.4719101
75,MCO,Monaco,0.4105263,0.5268817
76,MCO,Monaco,0.5,0.4935065
77,MCO,Monaco,0.5909091,0.4252874
78,MCO,Monaco,0.5952381,0.3855422
45,LIE,Liechtenstein,0.1728395,0.5121951
46,LIE,Liechtenstein,0.2571429,0.5147059
47,LIE,Liechtenstein,0.2876712,0.4857143
48,LIE,Liechtenstein,0.359375,0.4677419
49,LIE,Liechtenstein,0.3823529,0.5606061
50,LIE,Liechtenstein,0.3703704,0.4358974
51,LIE,Liechtenstein,0.4459459,0.5675676
52,LIE,Liechtenstein,0.4507042,0.4857143
53,LIE,Liechtenstein,0.390625,0.5322581
54,LIE,Liechtenstein,0.4179104,0.4626866
55,LIE,Liechtenstein,0.3880597,0.5671642
56,LIE,Liechtenstein,0.3823529,0.5223881
57,LIE,Liechtenstein,0.3066667,0.5555556
58,LIE,Liechtenstein,0.3421053,0.5333333
59,LIE,Liechtenstein,0.3380282,0.5285714
60,LIE,Liechtenstein,0.3243243,0.5675676
61,LIE,Liechtenstein,0.2608696,0.5777778
62,LIE,Liechtenstein,0.278481,0.5769231
63,LIE,Liechtenstein,0.3026316,0.5540541
64,LIE,Liechtenstein,0.3970588,0.5
65,LIE,Liechtenstein,0.358209,0.5671642
66,LIE,Liechtenstein,0.4852941,0.5294118
67,LIE,Liechtenstein,0.3623188,0.5373134
68,LIE,Liechtenstein,0.3968254,0.5079365
69,LIE,Liechtenstein,0.4050633,0.4871795
70,LIE,Liechtenstein,0.3972603,0.5
71,LIE,Liechtenstein,0.4155844,0.4605263
72,LIE,Liechtenstein,0.2888889,0.5555556
73,LIE,Liechtenstein,0.3297872,0.5108696
74,LIE,Liechtenstein,0.3406593,0.494382
75,LIE,Liechtenstein,0.3333333,0.5319149
76,LIE,Liechtenstein,0.3684211,0.5194805
77,LIE,Liechtenstein,0.5227273,0.4367816
78,LIE,Liechtenstein,0.4883721,0.4470588
57,CHE,Switzerland,0.3066667,0.5277778
58,CHE,Switzerland,0.3552632,0.5066667
59,CHE,Switzerland,0.3380282,0.5285714
60,CHE,Switzerland,0.3150685,0.5616438
61,CHE,Switzerland,0.2608696,0.5777778
62,CHE,Switzerland,0.278481,0.5769231
63,CHE,Switzerland,0.28,0.5342466
64,CHE,Switzerland,0.3731343,0.5373134
65,CHE,Switzerland,0.3432836,0.5970149
66,CHE,Switzerland,0.4769231,0.5538462
67,CHE,Switzerland,0.3382353,0.5454545
68,CHE,Switzerland,0.375,0.5625
69,CHE,Switzerland,0.3797468,0.5128205
70,CHE,Switzerland,0.3835616,0.5138889
71,CHE,Switzerland,0.3974359,0.4805195
72,CHE,Switzerland,0.2921348,0.5617978
73,CHE,Switzerland,0.3010753,0.5274725
74,CHE,Switzerland,0.3333333,0.4886364
75,CHE,Switzerland,0.34375,0.5319149
76,CHE,Switzerland,0.3947368,0.5324675
77,CHE,Switzerland,0.5113636,0.4367816
78,CHE,Switzerland,0.4534884,0.4588235
10,ESP,Spain,0.0,
11,ESP,Spain,0.9,
12,ESP,Spain,0.7352941,
13,ESP,Spain,0.7575758,
14,ESP,Spain,0.7358491,
15,ESP,Spain,0.6451613,
16,ESP,Spain,0.7638889,
17,ESP,Spain,0.8695652,
18,ESP,Spain,0.5555556,
20,ESP,Spain,0.625,
21,ESP,Spain,0.4782609,
22,ESP,Spain,0.3859649,
23,ESP,Spain,0.3478261,
24,ESP,Spain,0.452381,
25,ESP,Spain,0.5454545,
26,ESP,Spain,0.5128205,0.625
27,ESP,Spain,0.5729167,0.4473684
28,ESP,Spain,0.505618,0.5072464
29,ESP,Spain,0.3561644,0.6363636
30,ESP,Spain,0.3731343,0.673913
31,ESP,Spain,0.3058824,0.6086957
32,ESP,Spain,0.4333333,0.6984127
33,ESP,Spain,0.4758065,0.7241379
34,ESP,Spain,0.3966942,0.6161616
35,ESP,Spain,0.3663366,0.7058824
36,ESP,Spain,0.3684211,0.7094017
37,ESP,Spain,0.3037975,0.6453901
38,ESP,Spain,0.3288591,0.6102941
39,ESP,Spain,0.2582781,0.5918367
40,ESP,Spain,0.3092105,0.5238095
41,ESP,Spain,0.2781457,0.5714286
42,ESP,Spain,0.2517986,0.6176471
43,ESP,Spain,0.2330827,0.5238095
44,ESP,Spain,0.2105263,0.5909091
45,ESP,Spain,0.2380952,0.5903614
46,ESP,Spain,0.2916667,0.5797101
47,ESP,Spain,0.3013699,0.5428571
48,ESP,Spain,0.3650794,0.5245902
49,ESP,Spain,0.4264706,0.5909091
50,ESP,Spain,0.3950617,0.5897436
51,ESP,Spain,0.4794521,0.5342466
52,ESP,Spain,0.4722222,0.4788732
53,ESP,Spain,0.421875,0.5322581
54,ESP,Spain,0.4117647,0.4852941
55,ESP,Spain,0.4029851,0.5522388
56,ESP,Spain,0.3913043,0.5
57,ESP,Spain,0.3466667,0.5416667
58,ESP,Spain,0.3552632,0.5066667
59,ESP,Spain,0.3472222,0.5352113
60,ESP,Spain,0.3243243,0.5810811
61,ESP,Spain,0.3043478,0.5555556
62,ESP,Spain,0.3037975,0.5897436
63,ESP,Spain,0.3026316,0.527027
64,ESP,Spain,0.4117647,0.5
65,ESP,Spain,0.358209,0.5606061
66,ESP,Spain,0.5294118,0.5
67,ESP,Spain,0.3768116,0.5373134
68,ESP,Spain,0.421875,0.515625
69,ESP,Spain,0.4102564,0.5064935
70,ESP,Spain,0.4861111,0.4647887
71,ESP,Spain,0.5324675,0.4078947
72,ESP,Spain,0.3707865,0.5280899
73,ESP,Spain,0.3684211,0.5483871
74,ESP,Spain,0.4175824,0.4719101
75,ESP,Spain,0.3958333,0.5425532
76,ESP,Spain,0.4736842,0.5454545
77,ESP,Spain,0.5977011,0.4651163
78,ESP,Spain,0.6046512,0.4235294
48,AND,Andorra,0.48,0.4782609
49,AND,Andorra,0.4464286,0.5555556
50,AND,Andorra,0.4328358,0.546875
51,AND,Andorra,0.4722222,0.5277778
52,AND,Andorra,0.4857143,0.4637681
53,AND,Andorra,0.421875,0.5322581
54,AND,Andorra,0.4117647,0.4852941
55,AND,Andorra,0.4029851,0.5522388
56,AND,Andorra,0.3913043,0.5147059
57,AND,Andorra,0.3333333,0.5694444
58,AND,Andorra,0.3289474,0.5333333
59,AND,Andorra,0.3521127,0.5428571
60,AND,Andorra,0.3108108,0.6081081
61,AND,Andorra,0.3043478,0.5666667
62,AND,Andorra,0.2911392,0.5897436
63,AND,Andorra,0.3,0.5441176
64,AND,Andorra,0.3970588,0.5
65,AND,Andorra,0.3636364,0.530303
66,AND,Andorra,0.5,0.5
67,AND,Andorra,0.3623188,0.5074627
68,AND,Andorra,0.40625,0.515625
69,AND,Andorra,0.3924051,0.4615385
70,AND,Andorra,0.4246575,0.4861111
71,AND,Andorra,0.4675325,0.4605263
72,AND,Andorra,0.3033708,0.5280899
