q1_country_satis,q2a_fav_us,q2c_fav_china,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.85937037500248,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.488292574794847,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.488292574794847,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.85937037500248,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.85937037500248,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,1.488292574794847,2.0,4.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,1.85937037500248,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,1.488292574794847,2.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.488292574794847,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,China,1.488292574794847,2.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,China,1.488292574794847,5.0,1.0,2.0,
Dissatisfied,Very favorable,Very favorable,China,1.488292574794847,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.488292574794847,2.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,China,1.85937037500248,5.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.85937037500248,2.0,1.0,1.0,
Don’t know,Very favorable,Somewhat favorable,China,1.488292574794847,,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Don’t know,Somewhat unfavorable,Very favorable,China,1.85937037500248,,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.488292574794847,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,5.0,3.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,1.488292574794847,2.0,4.0,1.0,
Satisfied,Don’t know,Very favorable,China,1.488292574794847,2.0,,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,China,1.488292574794847,5.0,4.0,1.0,
Don’t know,Somewhat unfavorable,Very favorable,China,1.488292574794847,,3.0,1.0,
Don’t know,Very favorable,Somewhat unfavorable,China,1.85937037500248,,1.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,China,1.85937037500248,5.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Dissatisfied,Very favorable,Very favorable,China,1.488292574794847,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,China,1.85937037500248,5.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,1.488292574794847,2.0,3.0,3.0,
Dissatisfied,Don’t know,Somewhat favorable,China,1.488292574794847,5.0,,2.0,
Satisfied,Very unfavorable,Very favorable,China,1.488292574794847,2.0,4.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,1.85937037500248,2.0,2.0,3.0,
Dissatisfied,Don’t know,Don’t know,China,1.85937037500248,5.0,,,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,,3.0,2.0,
Dissatisfied,Don’t know,Somewhat favorable,China,1.488292574794847,5.0,,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.488292574794847,2.0,2.0,2.0,
Don’t know,Very unfavorable,Somewhat favorable,China,1.488292574794847,,4.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.488292574794847,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,5.0,3.0,1.0,
Dissatisfied,Very favorable,Very favorable,China,1.85937037500248,5.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Dissatisfied,Very favorable,Very favorable,China,1.488292574794847,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,5.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Satisfied,Don’t know,Very favorable,China,1.488292574794847,2.0,,1.0,
Satisfied,Very favorable,Very favorable,China,1.85937037500248,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.85937037500248,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,China,1.85937037500248,5.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,1.488292574794847,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,1.488292574794847,2.0,4.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.85937037500248,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.488292574794847,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.488292574794847,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.85937037500248,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Don’t know,Very favorable,Very favorable,China,1.488292574794847,,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,1.85937037500248,2.0,3.0,3.0,
Don’t know,Very favorable,Somewhat favorable,China,1.488292574794847,,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,1.85937037500248,2.0,2.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,China,1.488292574794847,2.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,1.488292574794847,5.0,2.0,3.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,1.85937037500248,2.0,3.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,China,1.85937037500248,5.0,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.85937037500248,2.0,3.0,1.0,
Satisfied,Very unfavorable,Very favorable,China,1.85937037500248,2.0,4.0,1.0,
Dissatisfied,Very favorable,Very favorable,China,1.85937037500248,5.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.85937037500248,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,1.85937037500248,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.488292574794847,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.488292574794847,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.85937037500248,5.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.488292574794847,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.85937037500248,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.85937037500248,2.0,3.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.488292574794847,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,1.8095967635971333,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,2.2607857285028,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,2.2607857285028,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,2.2607857285028,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,2.2607857285028,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,China,1.8095967635971333,5.0,4.0,1.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,2.2607857285028,,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,2.2607857285028,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,China,2.2607857285028,5.0,4.0,1.0,
Satisfied,Don’t know,Very favorable,China,1.8095967635971333,2.0,,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,2.2607857285028,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,China,2.2607857285028,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,China,2.2607857285028,5.0,1.0,1.0,
Don’t know,Somewhat favorable,Very favorable,China,2.2607857285028,,2.0,1.0,
Satisfied,Don’t know,Very favorable,China,2.2607857285028,2.0,,1.0,
Don’t know,Somewhat unfavorable,Very favorable,China,1.8095967635971333,,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,2.2607857285028,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,2.2607857285028,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very unfavorable,China,1.8095967635971333,2.0,3.0,4.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Very favorable,Very favorable,China,2.2607857285028,2.0,1.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,2.2607857285028,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,2.2607857285028,2.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Don’t know,Somewhat favorable,Very favorable,China,2.2607857285028,,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,1.8095967635971333,2.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,2.2607857285028,2.0,2.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,1.8095967635971333,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Don’t know,Very favorable,China,1.8095967635971333,2.0,,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,5.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,2.2607857285028,2.0,1.0,2.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,2.2607857285028,,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Don’t know,Somewhat unfavorable,Very favorable,China,1.8095967635971333,,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Don’t know,Somewhat favorable,Very favorable,China,1.8095967635971333,,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,4.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,2.2607857285028,2.0,4.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Refused,Very favorable,China,2.2607857285028,2.0,,1.0,
Satisfied,Very favorable,Very favorable,China,2.2607857285028,2.0,1.0,1.0,
Satisfied,Refused,Somewhat favorable,China,2.2607857285028,2.0,,2.0,
Satisfied,Very favorable,Very favorable,China,2.2607857285028,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,1.8095967635971333,2.0,2.0,3.0,
Satisfied,Very unfavorable,Very favorable,China,2.2607857285028,2.0,4.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,1.8095967635971333,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,1.8095967635971333,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,2.2607857285028,2.0,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Don’t know,Somewhat unfavorable,Very unfavorable,China,1.8095967635971333,,3.0,4.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
