satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.830836518806982,3.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.629786380251019,6.0,1.0,2.0,3.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.06232322937216,1.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.81109808162611,4.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.92593939272966,3.0,1.0,4.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Very good,United States,0.81775639440536,4.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.60237692161841,3.0,1.0,4.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.5144681236899,4.0,2.0,3.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.911340569825197,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,1.15075017817727,6.0,3.0,4.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.18658683717759,4.0,2.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.09577698515365,3.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.0150221451667,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,1.36614267398971,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.868726133525489,4.0,3.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very good,United States,1.14481432263978,6.0,2.0,3.0,1.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.04333854443936,1.0,1.0,4.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.41887515797641,4.0,2.0,3.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.45873797190822,1.0,1.0,3.0,1.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.31197025979442,4.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.691408217192589,3.0,2.0,2.0,2.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.23701439751544,6.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Very good,United States,0.840049751816201,4.0,1.0,4.0,1.0
Very satisfied,Very favorable,Somewhat favorable,Very good,United States,1.25033766806628,1.0,1.0,2.0,1.0
DK/Refused,Somewhat favorable,Very favorable,Somewhat good,United States,0.713521892537812,,2.0,1.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.531421695433393,4.0,1.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.01159857337409,3.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.538356790162778,3.0,2.0,3.0,3.0
Very satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.34948179273128,1.0,4.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.415616429033987,4.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.977033847443483,3.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,DK/Refused,Somewhat good,United States,0.886447722646871,3.0,2.0,,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.69157143650193,3.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.6153178735747,6.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,2.75573731305852,3.0,1.0,3.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.06454751930149,1.0,1.0,4.0,1.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.02971865852153,4.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.933657381835475,3.0,1.0,2.0,4.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.530527851611953,4.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.471101355695813,3.0,1.0,,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.389421122607526,1.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.424201684181339,3.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.93947013421498,3.0,1.0,3.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.423245741871659,1.0,1.0,3.0,1.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,0.662048463216714,6.0,3.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very bad,United States,0.859896483984296,3.0,1.0,4.0,4.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.925869610630456,4.0,1.0,4.0,2.0
Very satisfied,Very favorable,Very favorable,Somewhat good,United States,0.679610102732031,1.0,1.0,1.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,United States,1.42005949142946,3.0,2.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.396715659966923,3.0,1.0,3.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very good,United States,1.15380461407005,6.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.549011809618669,6.0,2.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,2.98060377335109,3.0,2.0,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.437412319619962,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.493587344703903,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.75016316195322,3.0,1.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.974852680249956,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.0547355511687,6.0,2.0,4.0,3.0
Very satisfied,Very favorable,Very favorable,Very good,United States,0.966490080514499,1.0,1.0,1.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.530342713332803,3.0,1.0,2.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.769642703504716,4.0,2.0,4.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,1.03935308602718,6.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.801254676773333,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.812819832654569,4.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,3.7911295495,3.0,1.0,3.0,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.52351327389785,6.0,1.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,United States,0.852874524812686,4.0,3.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.843572084622986,3.0,1.0,4.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.94932464572018,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.628789873254179,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,0.974852680249956,6.0,2.0,2.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.471676998835637,3.0,1.0,3.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.33101659637071,1.0,1.0,3.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,0.3306495495,6.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.671232888812049,3.0,1.0,2.0,2.0
Not at all satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.3306495495,6.0,1.0,,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.466792029311113,6.0,3.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.579224349589777,6.0,2.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.580358460802603,3.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.45092516084215,3.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.77873841078356,6.0,1.0,4.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.36550425904425,3.0,1.0,4.0,2.0
Not at all satisfied,DK/Refused,Somewhat unfavorable,DK/Refused,United States,1.10905172441654,6.0,,3.0,
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.998362943139998,3.0,2.0,3.0,2.0
Not at all satisfied,Very unfavorable,Somewhat unfavorable,Very bad,United States,0.653725726550826,6.0,4.0,3.0,4.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.560587918763518,6.0,1.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.6769039626663,3.0,2.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.34033935518958,3.0,1.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.674617204941302,6.0,2.0,2.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,2.04769881998252,1.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.815709823412825,3.0,1.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.531476095768559,4.0,2.0,2.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,1.10266855616876,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.473775639731183,3.0,1.0,,2.0
Not too satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.450967025606027,4.0,1.0,2.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.763325235552475,1.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,2.87828548605009,3.0,2.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very good,United States,0.716041362322517,3.0,1.0,2.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.01462123617508,6.0,2.0,2.0,2.0
DK/Refused,Very favorable,Very unfavorable,Very good,United States,0.52351327389785,,1.0,4.0,1.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.6769039626663,4.0,1.0,4.0,3.0
DK/Refused,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.677465851353533,,3.0,4.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,1.28361742193065,6.0,3.0,3.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,1.87833828029653,4.0,3.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.801254676773333,4.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.05415257231539,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,3.7911295495,4.0,3.0,3.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.56614989135984,1.0,1.0,3.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,1.26691162925316,6.0,2.0,2.0,4.0
Not too satisfied,Very favorable,Very unfavorable,DK/Refused,United States,0.41405868748726,4.0,1.0,4.0,
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.75016316195322,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.737269939818093,1.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.470835846802227,4.0,2.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.531476095768559,3.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.493587344703903,3.0,1.0,2.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very bad,United States,0.438207049728393,1.0,1.0,4.0,4.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,2.46369048205462,1.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Very favorable,Very bad,United States,2.02025377509569,3.0,1.0,1.0,4.0
Not at all satisfied,Very favorable,Very favorable,Somewhat bad,United States,0.471101355695813,6.0,1.0,1.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.601008031710196,3.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.452859998678906,3.0,1.0,3.0,4.0
DK/Refused,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.419655683957132,,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,1.2479910475433,4.0,2.0,4.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.009285739591,1.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.623758915237631,4.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.14481432263978,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.605746583797634,4.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,3.00057113453177,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.642715945143268,6.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.719532646647059,3.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.552745591563675,3.0,1.0,4.0,2.0
Very satisfied,Very favorable,DK/Refused,Very good,United States,1.34304975970632,1.0,1.0,,1.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,1.01184455229807,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.10612824679749,4.0,2.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.43576189136337,4.0,1.0,4.0,2.0
Very satisfied,Very favorable,Somewhat favorable,Very good,United States,1.0150221451667,1.0,1.0,2.0,1.0
Not at all satisfied,Somewhat favorable,DK/Refused,Very bad,United States,2.74363710002256,6.0,2.0,,4.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.78025831948444,4.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.629634794594697,6.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.904533234433733,6.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Very favorable,Somewhat bad,United States,0.948891953480956,6.0,1.0,1.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.998100882794563,4.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.591235736700328,4.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.655582124873874,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.877398760540024,4.0,3.0,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,1.08605404771653,4.0,2.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.45873797190822,6.0,2.0,2.0,2.0
Not too satisfied,Very favorable,DK/Refused,Somewhat bad,United States,1.54402877910756,4.0,1.0,,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.619638779929326,3.0,3.0,3.0,2.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.618583561262266,6.0,4.0,4.0,4.0
Not too satisfied,Somewhat favorable,DK/Refused,Somewhat good,United States,0.652598020694239,4.0,2.0,,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.504150711981805,3.0,1.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very good,United States,0.525948051726086,3.0,1.0,2.0,1.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.747091003781228,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.842024238046913,6.0,2.0,3.0,4.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.757712562710677,6.0,1.0,3.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,United States,2.84366719020501,6.0,1.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.99288762551592,6.0,2.0,4.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.578166831123618,1.0,1.0,2.0,2.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat bad,United States,2.47282792548087,6.0,4.0,4.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.17615943695872,1.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.64154010890942,4.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.412719549901274,4.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very good,United States,0.425439042472051,6.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.448413560112083,6.0,2.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.965421979089112,3.0,1.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.912424862869438,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.02684026905275,1.0,1.0,2.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.892401570686143,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.740820901075359,1.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.41887515797641,6.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.622642303770808,3.0,1.0,3.0,1.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,0.908886991519522,6.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.57213977160999,3.0,1.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.478633333063578,6.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.75290248783916,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.439476663599101,6.0,2.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.877398760540024,6.0,2.0,3.0,4.0
Not too satisfied,DK/Refused,Very unfavorable,Very bad,United States,1.0150221451667,4.0,,4.0,4.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.865465615019923,6.0,1.0,2.0,3.0
Somewhat satisfied,Very favorable,DK/Refused,Somewhat good,United States,1.08947103731416,3.0,1.0,,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.11162846490502,6.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.32179996847313,3.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,DK/Refused,Somewhat good,United States,1.11392368396258,3.0,2.0,,2.0
Not too satisfied,DK/Refused,DK/Refused,Somewhat bad,United States,0.787795121952351,4.0,,,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.671232888812049,4.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.28022313868129,3.0,2.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.498407436706184,3.0,1.0,2.0,3.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.47414449970657,4.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.97864727256613,3.0,1.0,4.0,2.0
Not too satisfied,Very favorable,Very favorable,Very good,United States,0.910526802625604,4.0,1.0,1.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.716271440380018,4.0,2.0,3.0,4.0
Not too satisfied,Very favorable,Very unfavorable,Very bad,United States,1.79659477614013,4.0,1.0,4.0,4.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.94598831929051,6.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.85380098783456,3.0,1.0,4.0,1.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.547641522644953,6.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,DK/Refused,United States,1.23109545131128,3.0,2.0,4.0,
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,2.1319314887908,4.0,1.0,4.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.798913388781188,6.0,4.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.829342100297418,4.0,3.0,4.0,3.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.08947103731416,6.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.685936934181199,6.0,2.0,4.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.574342220538678,6.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.53237157336273,3.0,2.0,4.0,2.0
Not too satisfied,Very favorable,DK/Refused,Very good,United States,0.543226835582407,4.0,1.0,,1.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.515404096253794,4.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.787144816392009,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,DK/Refused,Somewhat good,United States,0.82382083477427,4.0,2.0,,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,2.13179543459358,3.0,1.0,2.0,2.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.20192096313376,4.0,1.0,2.0,2.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.582699176069656,6.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very good,United States,0.400879303256244,3.0,2.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.544016238187454,3.0,1.0,3.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,2.53522273685256,3.0,1.0,4.0,1.0
Not at all satisfied,DK/Refused,DK/Refused,Very bad,United States,1.25935477425561,6.0,,,4.0
Not at all satisfied,DK/Refused,DK/Refused,Very bad,United States,2.24066145936165,6.0,,,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,1.31197025979442,6.0,3.0,2.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.466792029311113,4.0,2.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.829342100297418,3.0,2.0,2.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,2.00686250853883,4.0,1.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,3.66533725384902,6.0,3.0,2.0,2.0
Not at all satisfied,Very favorable,Very favorable,Very bad,United States,0.707455741796709,6.0,1.0,1.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.548087711121355,3.0,1.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.10104736275035,1.0,1.0,4.0,1.0
DK/Refused,Very favorable,Very unfavorable,Very good,United States,1.10833916465788,,1.0,4.0,1.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.49118325151066,6.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very good,United States,1.65974754683577,6.0,2.0,4.0,1.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.81255915361643,4.0,3.0,3.0,4.0
DK/Refused,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.03429964596234,,2.0,2.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.50927690716823,3.0,1.0,4.0,1.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,2.86600310612234,6.0,3.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,1.42999779967048,3.0,1.0,2.0,4.0
Very satisfied,Very favorable,DK/Refused,Very good,United States,0.479812303416971,1.0,1.0,,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.799961386745141,4.0,2.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.26465621735894,4.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.493587344703903,3.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,1.17615943695872,4.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very good,United States,1.63503680349935,4.0,2.0,3.0,1.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.843712272982397,1.0,1.0,4.0,2.0
DK/Refused,Very favorable,Very unfavorable,Very good,United States,2.84424444069338,,1.0,4.0,1.0
